company_name,job_title,job_category,skill_tested,interview_question,response,rating,id
Abbott,Institutional Sales Manager  ,Situational,management,More focus on medical knowledge,"I am aware that medical knowledge is important for the institutional sales role at Abbott, and I am committed to learning more about this area.",4.0,172
Abbott,Institutional Sales Manager  ,Situational,management,More focus on medical knowledge,I do not have any medical knowledge and I do not believe that I can learn enough to be successful in this role.,1.0,173
Abbott,Institutional Sales Manager  ,Situational,management,More focus on medical knowledge,I have a strong background in medical knowledge and am confident that I can use this knowledge to help Abbott's institutional sales team.,5.0,174
Nera,Sales Manager  ,Situational,management,why did i quit my previous job,I was laid off,1.0,175
Nera,Sales Manager  ,Situational,management,why did i quit my previous job,I was not getting the support I needed from my manager,3.0,176
Nera,Sales Manager  ,Situational,management,why did i quit my previous job,I wanted to work for a more innovative company,4.0,177
Nera,Sales Manager  ,Situational,management,why did i quit my previous job,I was looking for a new challenge,5.0,178
Nera,Sales Manager  ,Situational,management,why did i quit my previous job,I was not happy with the company culture,2.0,179
Limelight Nova,Sales and Marketing Manager  ,Situational,management,If I can start immediately,I am not available to start immediately. I have a few commitments that I need to wrap up before I can start a new job.,1.0,180
Limelight Nova,Sales and Marketing Manager  ,Situational,management,If I can start immediately,"Yes, I am available to start immediately and I am confident that I can make a significant contribution to your team.",5.0,181
Limelight Nova,Sales and Marketing Manager  ,Situational,management,If I can start immediately,"I am available to start immediately, but I would like to take a few weeks to get settled in before I start working full-time.",2.0,182
Limelight Nova,Sales and Marketing Manager  ,Situational,management,If I can start immediately,"I am available to start immediately, but I would like to take a few days to get settled in before I start working full-time.",3.0,183
Limelight Nova,Sales and Marketing Manager  ,Situational,management,If I can start immediately,"I am available to start immediately, but I would like to discuss my start date with you further to ensure that it is aligned with your needs.",4.0,184
Zerodha,Assistant Manager-Sales  ,Situational,management,Tell me something about yourself,I am a good communicator and I am able to build rapport with people easily. I am also able to articulate my ideas clearly and concisely.,2.0,185
Zerodha,Assistant Manager-Sales  ,Situational,management,Tell me something about yourself,I am a quick learner and I am always eager to take on new challenges. I am also a good listener and I am always open to feedback.,3.0,186
Zerodha,Assistant Manager-Sales  ,Situational,management,Tell me something about yourself,"I have been working in the tourism industry for the past 5 years, but I have not held a sales position before. I am confident that I can learn the skills necessary to be successful in this role, but I am not sure if I am the best fit for the company.",3.0,187
Zerodha,Assistant Manager-Sales  ,Situational,management,Tell me something about yourself,"I have been working in the tourism industry for the past 10 years, but I have never held a sales position. I am not sure if I have the skills necessary to be successful in this role.",2.0,188
Zerodha,Assistant Manager-Sales  ,Situational,management,Tell me something about yourself,I am a good team player and I am always willing to help others. I am also able to work independently when needed.,1.0,189
Zerodha,Assistant Manager-Sales  ,Situational,management,Tell me something about yourself,I am a good communicator and I am able to build relationships with customers. I am also able to negotiate and close deals. I am confident that I can be successful in this role.,2.0,190
Zerodha,Assistant Manager-Sales  ,Situational,management,Tell me something about yourself,I am a hard worker and I am always willing to go the extra mile. I am also a team player and I am always willing to help others. I am confident that I have the skills and experience necessary to be successful in this role.,4.0,191
Zerodha,Assistant Manager-Sales  ,Situational,management,Tell me something about yourself,"I have been working in the tourism industry for the past 20 years, but I have never held a sales position. I am confident that I have the skills necessary to be successful in this role, but I am not sure if I am a good fit for the company.",1.0,192
Zerodha,Assistant Manager-Sales  ,Situational,management,Tell me something about yourself,I am a recent graduate with a degree in Business Administration. I have a strong interest in the tourism industry and a desire to learn more about sales. I am confident that I can be a valuable asset to Mahindra Holidays & Resorts and I am eager to learn and grow in this role.,4.0,193
